Run #0,
Function_name,Iteration_1 (ms),Iteration_2 (ms),Iteration_3 (ms),Iteration_4 (ms),Iteration_5 (ms),Iteration_6 (ms),Iteration_7 (ms),Iteration_8 (ms),Iteration_9 (ms),Iteration_10 (ms),Iteration_11 (ms),Iteration_12 (ms),Iteration_13 (ms),Iteration_14 (ms),Iteration_15 (ms),Average,Std_dev,
U_update,104.504,102.079,102.562,101.54,102.661,104.056,102.829,101.96,102.787,102.902,102.847,102.532,103.082,101.755,103.516,102.774,0.780161,
W_update,8.959,9.221,9.197,8.044,9.154,9.168,9.083,8.165,8.604,8.122,8.807,9.013,8.447,8.756,9.439,8.81193,0.428328,
X_update,170.529,153.78,153.59,154.16,151.937,155.566,155.304,151.626,152.729,152.54,151.638,152.068,153.034,151.166,153.866,154.236,4.53655,
V_update,15139.1,14948.9,14913.4,14989.8,14947.9,14959,14994.9,14977.7,14947.7,14926.4,14928.8,14913.6,14932.2,14976.5,14945.2,14962.7,53.2266,
eta_update,73.796,72.403,74.049,74.129,73.554,73.836,73.802,73.933,76.642,73.797,73.612,74.69,75.025,74.793,73.048,74.0739,0.932108,
rho_update,13.173,13.406,13.395,12.765,12.885,13.524,13.523,12.83,13.967,12.659,13.728,12.894,13.05,12.976,13.103,13.1919,0.369714,
xi_update,147.268,147.653,148.705,147.677,148.286,148.981,150.086,150.765,149.48,149.146,147.659,149.397,148.381,148.679,148.645,148.721,0.93469,
Run #1,
Function_name,Iteration_1 (ms),Iteration_2 (ms),Iteration_3 (ms),Iteration_4 (ms),Iteration_5 (ms),Iteration_6 (ms),Iteration_7 (ms),Iteration_8 (ms),Iteration_9 (ms),Iteration_10 (ms),Iteration_11 (ms),Iteration_12 (ms),Iteration_13 (ms),Iteration_14 (ms),Iteration_15 (ms),Average,Std_dev,
U_update,104.504,102.079,102.562,101.54,102.661,104.056,102.829,101.96,102.787,102.902,102.847,102.532,103.082,101.755,103.516,94.086,97.104,97.711,97.759,98.566,97.72,95.955,98.226,97.746,98.851,98.252,97.814,98.796,97.912,99.114,100.241,2.73279,
W_update,8.959,9.221,9.197,8.044,9.154,9.168,9.083,8.165,8.604,8.122,8.807,9.013,8.447,8.756,9.439,8.087,8.374,8.312,8.2,8.258,8.135,8.238,8.271,8.19,7.832,7.592,8.03,8.061,8.126,7.668,8.45177,0.495946,
X_update,170.529,153.78,153.59,154.16,151.937,155.566,155.304,151.626,152.729,152.54,151.638,152.068,153.034,151.166,153.866,174.918,175.546,176.459,176.039,174.262,174.421,176.725,173.943,174.112,173.882,178.541,175.189,177.546,178.045,178.78,165.065,11.3549,
V_update,15139.1,14948.9,14913.4,14989.8,14947.9,14959,14994.9,14977.7,14947.7,14926.4,14928.8,14913.6,14932.2,14976.5,14945.2,14634.1,14601.2,14698.1,14628.1,14611.3,14683.8,14703.6,14633.6,14568.9,14679.5,14616.6,14598,14543.7,14627.7,14675.7,14798.2,171.844,
eta_update,73.796,72.403,74.049,74.129,73.554,73.836,73.802,73.933,76.642,73.797,73.612,74.69,75.025,74.793,73.048,69.341,71.186,70.947,71.259,70.47,70.545,69.895,69.367,71.15,70.113,69.853,69.516,69.482,70.669,70.573,72.1825,2.0573,
rho_update,13.173,13.406,13.395,12.765,12.885,13.524,13.523,12.83,13.967,12.659,13.728,12.894,13.05,12.976,13.103,13.895,12.714,13.489,12.889,13.32,12.996,12.791,13.309,12.655,13.763,12.664,13.541,13.58,13.156,13.53,13.2057,0.385478,
xi_update,147.268,147.653,148.705,147.677,148.286,148.981,150.086,150.765,149.48,149.146,147.659,149.397,148.381,148.679,148.645,171.291,172.505,172.817,173.011,171.216,171.663,169.171,171.416,172.452,170.24,171.791,171.223,171.696,171.691,171.889,160.163,11.4806,
Run #2,
Function_name,Iteration_1 (ms),Iteration_2 (ms),Iteration_3 (ms),Iteration_4 (ms),Iteration_5 (ms),Iteration_6 (ms),Iteration_7 (ms),Iteration_8 (ms),Iteration_9 (ms),Iteration_10 (ms),Iteration_11 (ms),Iteration_12 (ms),Iteration_13 (ms),Iteration_14 (ms),Iteration_15 (ms),Average,Std_dev,
U_update,104.504,102.079,102.562,101.54,102.661,104.056,102.829,101.96,102.787,102.902,102.847,102.532,103.082,101.755,103.516,94.086,97.104,97.711,97.759,98.566,97.72,95.955,98.226,97.746,98.851,98.252,97.814,98.796,97.912,99.114,91.106,93.963,91.821,93.742,96.634,94.257,93.776,93.38,93.54,96.527,93.491,93.552,94.196,94.085,93.058,98.0967,3.84666,
